split,file,area_ratio
train,COD10K-NonCAM-5-Background-5-Vegetation-4622.png,0.0
train,COD10K-CAM-2-Terrestrial-24-Caterpillar-1590.png,0.05845947265625
train,COD10K-CAM-2-Terrestrial-24-Caterpillar-1609.png,0.039371814092953525
train,COD10K-NonCAM-4-Terrestial-2475.png,0.0
train,COD10K-CAM-3-Flying-61-Katydid-4183.png,0.10965024134156051
train,COD10K-NonCAM-5-Background-2-Ocean-3569.png,0.0
train,COD10K-NonCAM-4-Terrestial-2930.png,0.0
train,COD10K-NonCAM-4-Terrestial-2601.png,0.0
train,COD10K-CAM-3-Flying-53-Bird-3224.png,0.021570887293543544
train,COD10K-CAM-1-Aquatic-13-Pipefish-734.png,0.027557373046875
train,COD10K-NonCAM-4-Terrestial-2477.png,0.0
train,COD10K-CAM-1-Aquatic-15-SeaHorse-1080.png,0.312369893710815
train,COD10K-CAM-3-Flying-62-Mantis-4331.png,0.10349744642260512
train,COD10K-NonCAM-3-Flying-1948.png,0.0
train,COD10K-CAM-2-Terrestrial-45-Spider-2613.png,0.04116283756549778
train,COD10K-CAM-3-Flying-53-Bird-3050.png,0.0025723775227864585
train,COD10K-NonCAM-5-Background-5-Vegetation-4901.png,0.0
train,COD10K-CAM-1-Aquatic-13-Pipefish-514.png,0.17355968213895462
train,COD10K-NonCAM-5-Background-3-Sand-3928.png,0.0
train,COD10K-NonCAM-3-Flying-958.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4711.png,0.0
train,COD10K-NonCAM-3-Flying-1274.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4340.png,0.0
train,COD10K-CAM-3-Flying-59-Grasshopper-3649.png,0.08663050333658855
train,COD10K-CAM-1-Aquatic-7-Flounder-278.png,0.1339603000217014
train,COD10K-CAM-2-Terrestrial-38-Lizard-2313.png,0.062199739202049784
train,COD10K-NonCAM-4-Terrestial-2184.png,0.0
train,COD10K-CAM-1-Aquatic-3-Crab-64.png,0.014783223470052084
train,COD10K-CAM-3-Flying-55-Butterfly-3397.png,0.13422658537701318
train,COD10K-NonCAM-5-Background-4-Sky-4463.png,0.0
train,COD10K-NonCAM-3-Flying-1729.png,0.0
train,COD10K-CAM-3-Flying-63-Mockingbird-4416.png,0.0056915283203125
train,COD10K-CAM-1-Aquatic-13-Pipefish-574.png,0.034955342610677086
train,COD10K-NonCAM-3-Flying-1320.png,0.0
train,COD10K-CAM-1-Aquatic-14-ScorpionFish-931.png,0.5090149730051244
train,COD10K-CAM-4-Amphibian-67-Frog-4745.png,0.04443284139060093
train,COD10K-CAM-1-Aquatic-6-Fish-213.png,0.18591862646412885
train,COD10K-CAM-2-Terrestrial-38-Lizard-2236.png,0.0740571810944363
train,COD10K-CAM-1-Aquatic-3-Crab-55.png,0.030380000153939702
train,COD10K-CAM-2-Terrestrial-35-Kangaroo-2048.png,0.010002381301289566
train,COD10K-NonCAM-2-Aquatic-223.png,0.0
train,COD10K-NonCAM-3-Flying-1555.png,0.0
train,COD10K-NonCAM-3-Flying-1325.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3293.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3317.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3860.png,0.0
train,COD10K-CAM-3-Flying-55-Butterfly-3399.png,0.14784309056271983
train,COD10K-NonCAM-5-Background-3-Sand-3869.png,0.0
train,COD10K-CAM-2-Terrestrial-40-Rabbit-2364.png,0.010056257895131435
train,COD10K-NonCAM-3-Flying-1433.png,0.0
train,COD10K-NonCAM-3-Flying-1348.png,0.0
train,COD10K-NonCAM-4-Terrestial-2806.png,0.0
train,COD10K-NonCAM-3-Flying-1201.png,0.0
train,COD10K-CAM-3-Flying-53-Bird-3047.png,0.013479477611940299
train,COD10K-CAM-2-Terrestrial-34-Human-1984.png,0.009509688415080528
train,COD10K-NonCAM-5-Background-4-Sky-4459.png,0.0
train,COD10K-NonCAM-3-Flying-1700.png,0.0
train,COD10K-CAM-2-Terrestrial-38-Lizard-2174.png,0.13411488862837045
train,COD10K-NonCAM-3-Flying-1696.png,0.0
train,COD10K-CAM-3-Flying-65-Owl-4552.png,0.03243198874296435
train,COD10K-CAM-3-Flying-61-Katydid-4210.png,0.0413370596687351
train,COD10K-CAM-2-Terrestrial-34-Human-1979.png,0.4489447583900357
train,COD10K-NonCAM-5-Background-5-Vegetation-4579.png,0.0
train,COD10K-NonCAM-3-Flying-1941.png,0.0
train,COD10K-NonCAM-2-Aquatic-886.png,0.0
train,COD10K-NonCAM-2-Aquatic-942.png,0.0
train,COD10K-CAM-3-Flying-61-Katydid-3935.png,0.11937517057860263
train,COD10K-CAM-3-Flying-59-Grasshopper-3617.png,0.10075389213543293
train,COD10K-CAM-2-Terrestrial-26-Chameleon-1665.png,0.16140365600585938
train,COD10K-NonCAM-3-Flying-1388.png,0.0
train,COD10K-CAM-4-Amphibian-67-Frog-4753.png,0.0888391181988743
train,COD10K-NonCAM-2-Aquatic-238.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3767.png,0.0
train,COD10K-CAM-3-Flying-65-Owl-4601.png,0.1136039402173913
train,COD10K-CAM-4-Amphibian-68-Toad-4858.png,0.018211631020258398
train,COD10K-CAM-1-Aquatic-13-Pipefish-561.png,0.03874461407811254
train,COD10K-CAM-1-Aquatic-3-Crab-49.png,0.04594138816550926
train,COD10K-NonCAM-2-Aquatic-308.png,0.0
train,COD10K-CAM-2-Terrestrial-24-Caterpillar-1544.png,0.03511579069050555
train,COD10K-CAM-3-Flying-61-Katydid-3975.png,0.1067580999036843
train,COD10K-NonCAM-4-Terrestial-2855.png,0.0
train,COD10K-NonCAM-3-Flying-1876.png,0.0
train,COD10K-NonCAM-3-Flying-1861.png,0.0
train,COD10K-NonCAM-2-Aquatic-431.png,0.0
train,COD10K-CAM-2-Terrestrial-36-Leopard-2062.png,0.15634684244791666
train,COD10K-NonCAM-5-Background-4-Sky-4202.png,0.0
train,COD10K-NonCAM-2-Aquatic-674.png,0.0
train,COD10K-NonCAM-2-Aquatic-341.png,0.0
train,COD10K-NonCAM-4-Terrestial-2936.png,0.0
train,COD10K-CAM-1-Aquatic-13-Pipefish-578.png,0.16299937855113636
train,COD10K-NonCAM-3-Flying-1536.png,0.0
train,COD10K-CAM-1-Aquatic-13-Pipefish-491.png,0.17922846476236978
train,COD10K-NonCAM-2-Aquatic-367.png,0.0
train,COD10K-CAM-1-Aquatic-13-Pipefish-775.png,0.033299768792465496
train,COD10K-NonCAM-5-Background-5-Vegetation-4829.png,0.0
train,COD10K-NonCAM-2-Aquatic-413.png,0.0
train,COD10K-CAM-2-Terrestrial-32-Giraffe-1945.png,0.005735954778830964
train,COD10K-CAM-1-Aquatic-13-Pipefish-806.png,0.06902102091771943
train,COD10K-NonCAM-5-Background-4-Sky-4193.png,0.0
train,COD10K-CAM-2-Terrestrial-27-Cheetah-1738.png,0.09254051480784635
train,COD10K-NonCAM-5-Background-5-Vegetation-4696.png,0.0
train,COD10K-CAM-1-Aquatic-16-Shrimp-1132.png,0.030841827392578125
train,COD10K-NonCAM-4-Terrestial-2941.png,0.0
train,COD10K-NonCAM-3-Flying-1561.png,0.0
train,COD10K-CAM-2-Terrestrial-24-Caterpillar-1561.png,0.061326123261346996
train,COD10K-NonCAM-4-Terrestial-2586.png,0.0
train,COD10K-CAM-3-Flying-54-Bittern-3272.png,0.05855800466691069
train,COD10K-CAM-3-Flying-53-Bird-3014.png,0.10635814889336016
train,COD10K-NonCAM-4-Terrestial-2343.png,0.0
train,COD10K-CAM-3-Flying-61-Katydid-4088.png,0.040838328147877016
train,COD10K-NonCAM-4-Terrestial-2389.png,0.0
train,COD10K-CAM-2-Terrestrial-44-Snake-2433.png,0.1143010752688172
train,COD10K-NonCAM-5-Background-3-Sand-3591.png,0.0
train,COD10K-CAM-3-Flying-61-Katydid-3986.png,0.05183778033987137
train,COD10K-CAM-1-Aquatic-13-Pipefish-605.png,0.08946906195746528
train,COD10K-NonCAM-3-Flying-1439.png,0.0
train,COD10K-NonCAM-1-Amphibian-136.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4094.png,0.0
train,COD10K-CAM-2-Terrestrial-34-Human-2016.png,0.2036403380226651
train,COD10K-CAM-2-Terrestrial-34-Human-2020.png,0.057313087544065805
train,COD10K-CAM-1-Aquatic-6-Fish-140.png,0.06693385111639824
train,COD10K-CAM-2-Terrestrial-38-Lizard-2122.png,0.0334467290521978
train,COD10K-NonCAM-4-Terrestial-2435.png,0.0
train,COD10K-CAM-1-Aquatic-19-Stingaree-1193.png,0.044104794301784676
train,COD10K-NonCAM-4-Terrestial-2459.png,0.0
train,COD10K-CAM-2-Terrestrial-38-Lizard-2162.png,0.1537950799608355
train,COD10K-CAM-3-Flying-53-Bird-3161.png,0.062495230463980464
train,COD10K-NonCAM-2-Aquatic-798.png,0.0
train,COD10K-NonCAM-5-Background-1-Indoor-3011.png,0.0
train,COD10K-CAM-1-Aquatic-3-Crab-48.png,0.07451940465856481
train,COD10K-CAM-1-Aquatic-15-SeaHorse-1100.png,0.07042666370458135
train,COD10K-CAM-3-Flying-59-Grasshopper-3837.png,0.08447168508287292
train,COD10K-NonCAM-3-Flying-1612.png,0.0
train,COD10K-CAM-1-Aquatic-13-Pipefish-682.png,0.012902113970588235
train,COD10K-NonCAM-5-Background-4-Sky-4458.png,0.0
train,COD10K-NonCAM-3-Flying-1511.png,0.0
train,COD10K-NonCAM-3-Flying-1226.png,0.0
train,COD10K-CAM-1-Aquatic-15-SeaHorse-985.png,0.11545472087783712
train,COD10K-NonCAM-3-Flying-1958.png,0.0
train,COD10K-CAM-4-Amphibian-68-Toad-4927.png,0.17758687337239584
train,COD10K-CAM-1-Aquatic-13-Pipefish-603.png,0.03130795623145401
train,COD10K-NonCAM-4-Terrestial-2694.png,0.0
train,COD10K-CAM-3-Flying-59-Grasshopper-3854.png,0.11542338709677419
train,COD10K-NonCAM-5-Background-5-Vegetation-4738.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3307.png,0.0
train,COD10K-NonCAM-3-Flying-1243.png,0.0
train,COD10K-NonCAM-2-Aquatic-417.png,0.0
train,COD10K-CAM-3-Flying-65-Owl-4559.png,0.050236341392970105
train,COD10K-NonCAM-5-Background-2-Ocean-3548.png,0.0
train,COD10K-NonCAM-4-Terrestial-2751.png,0.0
train,COD10K-NonCAM-1-Amphibian-156.png,0.0
train,COD10K-CAM-2-Terrestrial-27-Cheetah-1748.png,0.0205078125
train,COD10K-CAM-2-Terrestrial-45-Spider-2600.png,0.008529798119469027
train,COD10K-CAM-2-Terrestrial-45-Spider-2564.png,0.21213655354706684
train,COD10K-NonCAM-5-Background-4-Sky-4378.png,0.0
train,COD10K-NonCAM-4-Terrestial-2419.png,0.0
train,COD10K-CAM-2-Terrestrial-45-Spider-2708.png,0.08693519368238022
train,COD10K-CAM-2-Terrestrial-23-Cat-1345.png,0.003344500506365741
train,COD10K-CAM-5-Other-69-Other-5024.png,0.0034452550551470587
train,COD10K-CAM-1-Aquatic-15-SeaHorse-1008.png,0.015183187683016106
train,COD10K-NonCAM-5-Background-5-Vegetation-4894.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3416.png,0.0
train,COD10K-CAM-3-Flying-61-Katydid-4009.png,0.1859518573784654
train,COD10K-CAM-1-Aquatic-13-Pipefish-745.png,0.07824055989583334
train,COD10K-NonCAM-4-Terrestial-2958.png,0.0
train,COD10K-CAM-1-Aquatic-6-Fish-148.png,0.03742241420628834
train,COD10K-NonCAM-4-Terrestial-2052.png,0.0
train,COD10K-CAM-1-Aquatic-8-FrogFish-301.png,0.1387705321193265
train,COD10K-CAM-1-Aquatic-15-SeaHorse-1101.png,0.13410934068448024
train,COD10K-NonCAM-4-Terrestial-2749.png,0.0
train,COD10K-NonCAM-3-Flying-1070.png,0.0
train,COD10K-CAM-2-Terrestrial-24-Caterpillar-1583.png,0.3741974382769337
train,COD10K-CAM-1-Aquatic-14-ScorpionFish-933.png,0.051166178385416664
train,COD10K-NonCAM-5-Background-3-Sand-3876.png,0.0
train,COD10K-CAM-2-Terrestrial-23-Cat-1305.png,0.042621612548828125
train,COD10K-CAM-1-Aquatic-15-SeaHorse-1009.png,0.09745581337280851
train,COD10K-CAM-2-Terrestrial-23-Cat-1357.png,0.0622808501476378
train,COD10K-CAM-3-Flying-53-Bird-3079.png,0.046372357536764705
train,COD10K-CAM-1-Aquatic-19-Stingaree-1202.png,0.2972522340091973
train,COD10K-CAM-3-Flying-53-Bird-3183.png,0.008323820395738203
train,COD10K-NonCAM-5-Background-5-Vegetation-4544.png,0.0
train,COD10K-NonCAM-4-Terrestial-2199.png,0.0
train,COD10K-CAM-3-Flying-62-Mantis-4336.png,0.005575815836588542
train,COD10K-NonCAM-4-Terrestial-2743.png,0.0
train,COD10K-CAM-1-Aquatic-4-Crocodile-116.png,0.004619598388671875
train,COD10K-CAM-2-Terrestrial-23-Cat-1518.png,0.009417959892290249
train,COD10K-NonCAM-5-Background-4-Sky-4041.png,0.0
train,COD10K-CAM-3-Flying-61-Katydid-4151.png,0.13358136077425373
train,COD10K-NonCAM-4-Terrestial-2120.png,0.0
train,COD10K-CAM-3-Flying-61-Katydid-3959.png,0.019051550410929846
train,COD10K-CAM-1-Aquatic-19-Stingaree-1189.png,0.37311419255568584
train,COD10K-CAM-1-Aquatic-15-SeaHorse-1053.png,0.05822342834919473
