split,file,area_ratio
train,COD10K-NonCAM-5-Background-5-Vegetation-4622.png,0.0
train,COD10K-NonCAM-4-Terrestial-2475.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3569.png,0.0
train,COD10K-NonCAM-4-Terrestial-2930.png,0.0
train,COD10K-NonCAM-4-Terrestial-2601.png,0.0
train,COD10K-NonCAM-4-Terrestial-2477.png,0.0
train,COD10K-NonCAM-3-Flying-1948.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4901.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3928.png,0.0
train,COD10K-NonCAM-3-Flying-958.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4711.png,0.0
train,COD10K-NonCAM-3-Flying-1274.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4340.png,0.0
train,COD10K-NonCAM-4-Terrestial-2184.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4463.png,0.0
train,COD10K-NonCAM-3-Flying-1729.png,0.0
train,COD10K-NonCAM-3-Flying-1320.png,0.0
train,COD10K-NonCAM-2-Aquatic-223.png,0.0
train,COD10K-NonCAM-3-Flying-1555.png,0.0
train,COD10K-NonCAM-3-Flying-1325.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3293.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3317.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3860.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3869.png,0.0
train,COD10K-NonCAM-3-Flying-1433.png,0.0
train,COD10K-NonCAM-3-Flying-1348.png,0.0
train,COD10K-NonCAM-4-Terrestial-2806.png,0.0
train,COD10K-NonCAM-3-Flying-1201.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4459.png,0.0
train,COD10K-NonCAM-3-Flying-1700.png,0.0
train,COD10K-NonCAM-3-Flying-1696.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4579.png,0.0
train,COD10K-NonCAM-3-Flying-1941.png,0.0
train,COD10K-NonCAM-2-Aquatic-886.png,0.0
train,COD10K-NonCAM-2-Aquatic-942.png,0.0
train,COD10K-NonCAM-3-Flying-1388.png,0.0
train,COD10K-NonCAM-2-Aquatic-238.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3767.png,0.0
train,COD10K-NonCAM-2-Aquatic-308.png,0.0
train,COD10K-NonCAM-4-Terrestial-2855.png,0.0
train,COD10K-NonCAM-3-Flying-1876.png,0.0
train,COD10K-NonCAM-3-Flying-1861.png,0.0
train,COD10K-NonCAM-2-Aquatic-431.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4202.png,0.0
train,COD10K-NonCAM-2-Aquatic-674.png,0.0
train,COD10K-NonCAM-2-Aquatic-341.png,0.0
train,COD10K-NonCAM-4-Terrestial-2936.png,0.0
train,COD10K-NonCAM-3-Flying-1536.png,0.0
train,COD10K-NonCAM-2-Aquatic-367.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4829.png,0.0
train,COD10K-NonCAM-2-Aquatic-413.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4193.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4696.png,0.0
train,COD10K-NonCAM-4-Terrestial-2941.png,0.0
train,COD10K-NonCAM-3-Flying-1561.png,0.0
train,COD10K-NonCAM-4-Terrestial-2586.png,0.0
train,COD10K-NonCAM-4-Terrestial-2343.png,0.0
train,COD10K-NonCAM-4-Terrestial-2389.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3591.png,0.0
train,COD10K-NonCAM-3-Flying-1439.png,0.0
train,COD10K-NonCAM-1-Amphibian-136.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4094.png,0.0
train,COD10K-NonCAM-4-Terrestial-2435.png,0.0
train,COD10K-NonCAM-4-Terrestial-2459.png,0.0
train,COD10K-NonCAM-2-Aquatic-798.png,0.0
train,COD10K-NonCAM-5-Background-1-Indoor-3011.png,0.0
train,COD10K-NonCAM-3-Flying-1612.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4458.png,0.0
train,COD10K-NonCAM-3-Flying-1511.png,0.0
train,COD10K-NonCAM-3-Flying-1226.png,0.0
train,COD10K-NonCAM-3-Flying-1958.png,0.0
train,COD10K-NonCAM-4-Terrestial-2694.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4738.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3307.png,0.0
train,COD10K-NonCAM-3-Flying-1243.png,0.0
train,COD10K-NonCAM-2-Aquatic-417.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3548.png,0.0
train,COD10K-NonCAM-4-Terrestial-2751.png,0.0
train,COD10K-NonCAM-1-Amphibian-156.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4378.png,0.0
train,COD10K-NonCAM-4-Terrestial-2419.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4894.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3416.png,0.0
train,COD10K-NonCAM-4-Terrestial-2958.png,0.0
train,COD10K-NonCAM-4-Terrestial-2052.png,0.0
train,COD10K-NonCAM-4-Terrestial-2749.png,0.0
train,COD10K-NonCAM-3-Flying-1070.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3876.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4544.png,0.0
train,COD10K-NonCAM-4-Terrestial-2199.png,0.0
train,COD10K-NonCAM-4-Terrestial-2743.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4041.png,0.0
train,COD10K-NonCAM-4-Terrestial-2120.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4792.png,0.0
train,COD10K-NonCAM-4-Terrestial-2600.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3791.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4744.png,0.0
train,COD10K-NonCAM-3-Flying-1160.png,0.0
train,COD10K-NonCAM-5-Background-1-Indoor-3048.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3556.png,0.0
train,COD10K-NonCAM-3-Flying-1616.png,0.0
train,COD10K-NonCAM-5-Background-1-Indoor-3105.png,0.0
train,COD10K-NonCAM-2-Aquatic-255.png,0.0
train,COD10K-NonCAM-1-Amphibian-115.png,0.0
train,COD10K-NonCAM-5-Background-1-Indoor-3065.png,0.0
train,COD10K-NonCAM-2-Aquatic-675.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3411.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3544.png,0.0
train,COD10K-NonCAM-4-Terrestial-2642.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4067.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4472.png,0.0
train,COD10K-NonCAM-3-Flying-1133.png,0.0
train,COD10K-NonCAM-5-Background-1-Indoor-3084.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3899.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3399.png,0.0
train,COD10K-NonCAM-4-Terrestial-2994.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4765.png,0.0
train,COD10K-NonCAM-4-Terrestial-2223.png,0.0
train,COD10K-NonCAM-2-Aquatic-405.png,0.0
train,COD10K-NonCAM-4-Terrestial-2211.png,0.0
train,COD10K-NonCAM-4-Terrestial-2154.png,0.0
train,COD10K-NonCAM-2-Aquatic-846.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4243.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4919.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3623.png,0.0
train,COD10K-NonCAM-4-Terrestial-2938.png,0.0
train,COD10K-NonCAM-4-Terrestial-2093.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4603.png,0.0
train,COD10K-NonCAM-3-Flying-1726.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4893.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3766.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4392.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3335.png,0.0
train,COD10K-NonCAM-3-Flying-1269.png,0.0
train,COD10K-NonCAM-4-Terrestial-2676.png,0.0
train,COD10K-NonCAM-2-Aquatic-302.png,0.0
train,COD10K-NonCAM-4-Terrestial-2634.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3299.png,0.0
train,COD10K-NonCAM-2-Aquatic-256.png,0.0
train,COD10K-NonCAM-2-Aquatic-678.png,0.0
train,COD10K-NonCAM-2-Aquatic-657.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4821.png,0.0
train,COD10K-NonCAM-3-Flying-1659.png,0.0
train,COD10K-NonCAM-4-Terrestial-2883.png,0.0
train,COD10K-NonCAM-3-Flying-1877.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4048.png,0.0
train,COD10K-NonCAM-4-Terrestial-2420.png,0.0
train,COD10K-NonCAM-2-Aquatic-373.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3151.png,0.0
train,COD10K-NonCAM-2-Aquatic-839.png,0.0
train,COD10K-NonCAM-4-Terrestial-2182.png,0.0
train,COD10K-NonCAM-3-Flying-1819.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3750.png,0.0
train,COD10K-NonCAM-1-Amphibian-25.png,0.0
train,COD10K-NonCAM-4-Terrestial-2095.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3262.png,0.0
train,COD10K-NonCAM-3-Flying-950.png,0.0
train,COD10K-NonCAM-2-Aquatic-672.png,0.0
train,COD10K-NonCAM-2-Aquatic-904.png,0.0
train,COD10K-NonCAM-4-Terrestial-2387.png,0.0
train,COD10K-NonCAM-4-Terrestial-2252.png,0.0
train,COD10K-NonCAM-3-Flying-1253.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4357.png,0.0
train,COD10K-NonCAM-1-Amphibian-19.png,0.0
train,COD10K-NonCAM-1-Amphibian-124.png,0.0
train,COD10K-NonCAM-3-Flying-1716.png,0.0
train,COD10K-NonCAM-1-Amphibian-5.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3441.png,0.0
train,COD10K-NonCAM-3-Flying-1015.png,0.0
train,COD10K-NonCAM-3-Flying-1768.png,0.0
train,COD10K-NonCAM-4-Terrestial-2096.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4116.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3194.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4083.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3552.png,0.0
train,COD10K-NonCAM-3-Flying-1093.png,0.0
train,COD10K-NonCAM-4-Terrestial-2766.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4913.png,0.0
train,COD10K-NonCAM-3-Flying-1373.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3782.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3731.png,0.0
train,COD10K-NonCAM-3-Flying-1369.png,0.0
train,COD10K-NonCAM-3-Flying-1472.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3244.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3870.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3397.png,0.0
train,COD10K-NonCAM-4-Terrestial-2967.png,0.0
train,COD10K-NonCAM-2-Aquatic-285.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4633.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4443.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4391.png,0.0
train,COD10K-NonCAM-2-Aquatic-894.png,0.0
train,COD10K-NonCAM-4-Terrestial-2128.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3839.png,0.0
train,COD10K-NonCAM-3-Flying-1207.png,0.0
train,COD10K-NonCAM-3-Flying-1940.png,0.0
train,COD10K-NonCAM-2-Aquatic-361.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4377.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4583.png,0.0
train,COD10K-NonCAM-4-Terrestial-2622.png,0.0
train,COD10K-NonCAM-2-Aquatic-280.png,0.0
train,COD10K-NonCAM-3-Flying-1866.png,0.0
train,COD10K-NonCAM-3-Flying-1162.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3432.png,0.0
train,COD10K-NonCAM-3-Flying-1104.png,0.0
train,COD10K-NonCAM-2-Aquatic-931.png,0.0
train,COD10K-NonCAM-4-Terrestial-2991.png,0.0
train,COD10K-NonCAM-2-Aquatic-809.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4858.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4818.png,0.0
train,COD10K-NonCAM-2-Aquatic-708.png,0.0
train,COD10K-NonCAM-2-Aquatic-314.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4080.png,0.0
train,COD10K-NonCAM-2-Aquatic-643.png,0.0
train,COD10K-NonCAM-5-Background-1-Indoor-3085.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4688.png,0.0
train,COD10K-NonCAM-2-Aquatic-574.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4264.png,0.0
train,COD10K-NonCAM-1-Amphibian-141.png,0.0
train,COD10K-NonCAM-3-Flying-1490.png,0.0
train,COD10K-NonCAM-4-Terrestial-2054.png,0.0
train,COD10K-NonCAM-2-Aquatic-787.png,0.0
train,COD10K-NonCAM-3-Flying-1835.png,0.0
train,COD10K-NonCAM-3-Flying-1875.png,0.0
train,COD10K-NonCAM-3-Flying-1462.png,0.0
train,COD10K-CAM-2-Terrestrial-23-Cat-1370.png,0.0006930033365885416
train,COD10K-NonCAM-2-Aquatic-324.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4577.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4790.png,0.0
train,COD10K-NonCAM-3-Flying-1415.png,0.0
train,COD10K-NonCAM-3-Flying-1156.png,0.0
train,COD10K-NonCAM-4-Terrestial-2931.png,0.0
train,COD10K-NonCAM-4-Terrestial-2990.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3894.png,0.0
train,COD10K-NonCAM-1-Amphibian-48.png,0.0
train,COD10K-NonCAM-2-Aquatic-234.png,0.0
train,COD10K-NonCAM-1-Amphibian-116.png,0.0
train,COD10K-NonCAM-5-Background-4-Sky-4057.png,0.0
train,COD10K-NonCAM-3-Flying-1863.png,0.0
train,COD10K-NonCAM-2-Aquatic-298.png,0.0
train,COD10K-NonCAM-3-Flying-1427.png,0.0
train,COD10K-NonCAM-5-Background-3-Sand-3772.png,0.0
train,COD10K-NonCAM-3-Flying-1166.png,0.0
train,COD10K-NonCAM-2-Aquatic-592.png,0.0
train,COD10K-NonCAM-5-Background-5-Vegetation-4737.png,0.0
train,COD10K-NonCAM-3-Flying-962.png,0.0
train,COD10K-NonCAM-2-Aquatic-663.png,0.0
train,COD10K-NonCAM-3-Flying-1271.png,0.0
train,COD10K-NonCAM-1-Amphibian-197.png,0.0
train,COD10K-NonCAM-4-Terrestial-2198.png,0.0
train,COD10K-NonCAM-3-Flying-1099.png,0.0
train,COD10K-NonCAM-5-Background-2-Ocean-3495.png,0.0
